Topic,Characteristic,Note,Total,Men+,Women+,Total.1,Men+.1,Women+.1,Total.2,Men+.2,Women+.2,Total.3,Men+.3,Women+.3,Total.4,Men+.4,Women+.4,Total.5,Men+.5,Women+.5,Total.6,Men+.6,Women+.6,Total.7,Men+.7,Women+.7,Total.8,Men+.8,Women+.8,Total.9,Men+.9,Women+.9,Total.10,Men+.10,Women+.10,Total.11,Men+.11,Women+.11
Knowledge of languages,            Punjabi (Panjabi),,10240.0,5435.0,4805.0,1.0,1.1,0.9,41430.0,22070.0,19365.0,1.5,1.7,1.4,25.0,20.0,10.0,0.0,0.0,0.0,22580.0,12435.0,10150.0,1.3,1.5,1.2,19130.0,9570.0,9555.0,2.9,3.0,2.9,575.0,275.0,290.0,0.7,0.7,0.6
Knowledge of languages,            Rohingya,,0.0,0.0,0.0,0.0,0.0,0.0,40.0,15.0,25.0,0.0,0.0,0.0,245.0,105.0,145.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,            Sindhi,,210.0,110.0,100.0,0.0,0.0,0.0,1355.0,740.0,615.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,75.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,            Sinhala (Sinhalese),,1485.0,735.0,755.0,0.1,0.2,0.1,7370.0,3830.0,3540.0,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,845.0,470.0,370.0,0.0,0.1,0.0,610.0,275.0,340.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,            Urdu,,10495.0,5330.0,5165.0,1.0,1.1,1.0,65035.0,33230.0,31805.0,2.4,2.5,2.2,130.0,75.0,55.0,0.0,0.0,0.0,11425.0,6220.0,5200.0,0.7,0.7,0.6,2515.0,1460.0,1055.0,0.4,0.5,0.3,295.0,140.0,155.0,0.3,0.3,0.3
Knowledge of languages,"            Indo-Aryan languages, n.i.e.",,305.0,185.0,120.0,0.0,0.0,0.0,1665.0,950.0,715.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,500.0,325.0,180.0,0.0,0.0,0.0,250.0,115.0,140.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0
Knowledge of languages,          Iranian languages,,14040.0,7075.0,6965.0,1.4,1.4,1.4,70200.0,35455.0,34740.0,2.5,2.7,2.4,1000.0,485.0,515.0,0.2,0.2,0.2,18895.0,9560.0,9335.0,1.1,1.1,1.1,13100.0,6615.0,6485.0,2.0,2.1,2.0,440.0,220.0,225.0,0.5,0.5,0.5
Knowledge of languages,            Baluchi,,20.0,15.0,0.0,0.0,0.0,0.0,160.0,85.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,            Kurdish,,1090.0,550.0,540.0,0.1,0.1,0.1,3275.0,1870.0,1410.0,0.1,0.1,0.1,115.0,60.0,60.0,0.0,0.0,0.0,780.0,465.0,315.0,0.0,0.1,0.0,800.0,425.0,370.0,0.1,0.1,0.1,15.0,10.0,0.0,0.0,0.0,0.0
Knowledge of languages,            Parsi,,40.0,25.0,15.0,0.0,0.0,0.0,230.0,155.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,35.0,40.0,0.0,0.0,0.0,50.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,            Pashto,,2035.0,1035.0,1000.0,0.2,0.2,0.2,7095.0,3795.0,3300.0,0.3,0.3,0.2,10.0,10.0,0.0,0.0,0.0,0.0,1225.0,645.0,580.0,0.1,0.1,0.1,230.0,160.0,70.0,0.0,0.1,0.0,40.0,30.0,10.0,0.0,0.1,0.0
Knowledge of languages,            Persian languages,,11805.0,6005.0,5800.0,1.2,1.2,1.1,62515.0,31290.0,31225.0,2.3,2.3,2.2,910.0,440.0,470.0,0.2,0.2,0.2,17095.0,8600.0,8495.0,1.0,1.0,1.0,12330.0,6185.0,6145.0,1.9,1.9,1.8,400.0,190.0,215.0,0.5,0.5,0.5
Knowledge of languages,              Dari,,3470.0,1780.0,1690.0,0.3,0.4,0.3,14995.0,7475.0,7520.0,0.5,0.6,0.5,170.0,85.0,85.0,0.0,0.0,0.0,1280.0,645.0,640.0,0.1,0.1,0.1,575.0,255.0,320.0,0.1,0.1,0.1,30.0,20.0,10.0,0.0,0.0,0.0
Knowledge of languages,              Iranian Persian,,7810.0,3910.0,3900.0,0.8,0.8,0.8,42785.0,21270.0,21510.0,1.5,1.6,1.5,625.0,315.0,310.0,0.1,0.1,0.1,14160.0,7125.0,7040.0,0.8,0.8,0.8,10805.0,5425.0,5370.0,1.7,1.7,1.6,355.0,170.0,185.0,0.4,0.4,0.4
Knowledge of languages,"              Persian (Farsi), n.o.s.",,755.0,425.0,330.0,0.1,0.1,0.1,5490.0,2915.0,2575.0,0.2,0.2,0.2,160.0,70.0,90.0,0.0,0.0,0.0,1790.0,920.0,865.0,0.1,0.1,0.1,1050.0,540.0,505.0,0.2,0.2,0.2,30.0,0.0,25.0,0.0,0.0,0.1
Knowledge of languages,"            Iranian languages, n.i.e.",,150.0,60.0,90.0,0.0,0.0,0.0,450.0,225.0,225.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,105.0,55.0,50.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"          Indo-Iranian languages, n.i.e.",,30.0,25.0,10.0,0.0,0.0,0.0,420.0,230.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,45.0,35.0,0.0,0.0,0.0,55.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Italic (Romance) languages,,61090.0,27150.0,33940.0,6.1,5.6,6.6,296705.0,139660.0,157045.0,10.7,10.5,11.0,33870.0,15245.0,18625.0,6.3,5.8,6.9,293340.0,139795.0,153545.0,17.0,16.4,17.6,50560.0,24575.0,25980.0,7.8,7.7,7.8,5290.0,2460.0,2830.0,6.0,5.9,6.1
Knowledge of languages,          Catalan,,135.0,75.0,65.0,0.0,0.0,0.0,335.0,195.0,135.0,0.0,0.0,0.0,100.0,55.0,45.0,0.0,0.0,0.0,715.0,400.0,315.0,0.0,0.0,0.0,280.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,          Italian,,15235.0,7125.0,8110.0,1.5,1.5,1.6,84335.0,38730.0,45605.0,3.1,2.9,3.2,2770.0,1405.0,1365.0,0.5,0.5,0.5,95535.0,45630.0,49905.0,5.5,5.4,5.7,7740.0,3710.0,4030.0,1.2,1.2,1.2,830.0,325.0,505.0,0.9,0.8,1.1
Knowledge of languages,          Portuguese,,8795.0,4195.0,4605.0,0.9,0.9,0.9,80170.0,38850.0,41325.0,2.9,2.9,2.9,3810.0,2035.0,1775.0,0.7,0.8,0.7,28840.0,14425.0,14410.0,1.7,1.7,1.7,8715.0,4260.0,4460.0,1.3,1.3,1.3,620.0,310.0,315.0,0.7,0.7,0.7
Knowledge of languages,          Romanian,,3310.0,1420.0,1895.0,0.3,0.3,0.4,12920.0,5785.0,7140.0,0.5,0.4,0.5,1035.0,485.0,545.0,0.2,0.2,0.2,15245.0,7225.0,8020.0,0.9,0.8,0.9,1475.0,690.0,780.0,0.2,0.2,0.2,60.0,35.0,30.0,0.1,0.1,0.1
Knowledge of languages,          Spanish,,38350.0,16470.0,21880.0,3.8,3.4,4.3,138770.0,66085.0,72685.0,5.0,4.9,5.1,28335.0,12365.0,15970.0,5.3,4.7,5.9,177230.0,83945.0,93280.0,10.3,9.9,10.7,36500.0,17885.0,18615.0,5.6,5.6,5.6,4160.0,1990.0,2170.0,4.7,4.8,4.7
Knowledge of languages,"          Italic (Romance) languages, n.i.e.",,185.0,100.0,85.0,0.0,0.0,0.0,725.0,390.0,340.0,0.0,0.0,0.0,50.0,35.0,15.0,0.0,0.0,0.0,405.0,240.0,165.0,0.0,0.0,0.0,95.0,50.0,50.0,0.0,0.0,0.0,35.0,25.0,10.0,0.0,0.1,0.0
Knowledge of languages,"        Indo-European languages, n.i.e.",,55.0,40.0,15.0,0.0,0.0,0.0,250.0,130.0,115.0,0.0,0.0,0.0,20.0,15.0,10.0,0.0,0.0,0.0,115.0,70.0,45.0,0.0,0.0,0.0,100.0,55.0,45.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,0.0,0.0
Knowledge of languages,      Japanese,,2835.0,1345.0,1485.0,0.3,0.3,0.3,14220.0,6085.0,8130.0,0.5,0.5,0.6,645.0,330.0,310.0,0.1,0.1,0.1,4585.0,2190.0,2400.0,0.3,0.3,0.3,12075.0,4980.0,7100.0,1.9,1.6,2.1,1065.0,410.0,660.0,1.2,1.0,1.4
Knowledge of languages,      Korean,,3615.0,1590.0,2020.0,0.4,0.3,0.4,38895.0,17235.0,21665.0,1.4,1.3,1.5,155.0,50.0,105.0,0.0,0.0,0.0,5035.0,2200.0,2835.0,0.3,0.3,0.3,10480.0,4270.0,6210.0,1.6,1.3,1.9,695.0,320.0,375.0,0.8,0.8,0.8
Knowledge of languages,      Mongolian,,95.0,30.0,70.0,0.0,0.0,0.0,415.0,180.0,235.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,180.0,55.0,120.0,0.0,0.0,0.0,210.0,95.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,      Niger-Congo languages,,18815.0,8510.0,10310.0,1.9,1.7,2.0,32875.0,15155.0,17720.0,1.2,1.1,1.2,6985.0,3415.0,3570.0,1.3,1.3,1.3,31565.0,16015.0,15555.0,1.8,1.9,1.8,1395.0,750.0,645.0,0.2,0.2,0.2,270.0,135.0,135.0,0.3,0.3,0.3
Knowledge of languages,        Akan (Twi),,850.0,395.0,455.0,0.1,0.1,0.1,6410.0,2830.0,3580.0,0.2,0.2,0.3,40.0,20.0,20.0,0.0,0.0,0.0,1340.0,755.0,585.0,0.1,0.1,0.1,90.0,50.0,35.0,0.0,0.0,0.0,50.0,30.0,20.0,0.1,0.1,0.0
Knowledge of languages,        Bamanankan,,360.0,210.0,145.0,0.0,0.0,0.0,240.0,115.0,125.0,0.0,0.0,0.0,295.0,135.0,160.0,0.1,0.1,0.1,1540.0,790.0,745.0,0.1,0.1,0.1,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Edo,,200.0,95.0,110.0,0.0,0.0,0.0,1305.0,525.0,780.0,0.0,0.0,0.1,15.0,10.0,0.0,0.0,0.0,0.0,245.0,115.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Éwé,,235.0,110.0,125.0,0.0,0.0,0.0,345.0,190.0,155.0,0.0,0.0,0.0,190.0,125.0,65.0,0.0,0.0,0.0,865.0,505.0,360.0,0.1,0.1,0.0,40.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"        Fulah (Pular, Pulaar, Fulfulde)",,315.0,145.0,170.0,0.0,0.0,0.0,305.0,175.0,130.0,0.0,0.0,0.0,575.0,300.0,275.0,0.1,0.1,0.1,2730.0,1485.0,1245.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Ga,,195.0,90.0,110.0,0.0,0.0,0.0,520.0,185.0,335.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,220.0,145.0,75.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Ganda,,385.0,155.0,230.0,0.0,0.0,0.0,1490.0,615.0,875.0,0.1,0.0,0.1,25.0,10.0,10.0,0.0,0.0,0.0,75.0,40.0,30.0,0.0,0.0,0.0,75.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Gikuyu,,90.0,25.0,65.0,0.0,0.0,0.0,365.0,135.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Igbo,,1085.0,520.0,570.0,0.1,0.1,0.1,2020.0,935.0,1080.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,485.0,280.0,205.0,0.0,0.0,0.0,70.0,35.0,40.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0
Knowledge of languages,        Kinyarwanda (Rwanda),,2030.0,845.0,1185.0,0.2,0.2,0.2,655.0,245.0,415.0,0.0,0.0,0.0,815.0,370.0,445.0,0.2,0.1,0.2,1825.0,855.0,970.0,0.1,0.1,0.1,70.0,40.0,30.0,0.0,0.0,0.0,30.0,0.0,25.0,0.0,0.0,0.1
Knowledge of languages,        Lingala,,3105.0,1270.0,1840.0,0.3,0.3,0.4,1665.0,765.0,900.0,0.1,0.1,0.1,675.0,360.0,315.0,0.1,0.1,0.1,7315.0,3405.0,3910.0,0.4,0.4,0.4,25.0,10.0,10.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Luba-Kasai,,510.0,230.0,280.0,0.1,0.0,0.1,175.0,65.0,110.0,0.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,520.0,225.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Mòoré,,125.0,80.0,50.0,0.0,0.0,0.0,40.0,25.0,20.0,0.0,0.0,0.0,200.0,90.0,115.0,0.0,0.0,0.0,620.0,340.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Mwani,,35.0,25.0,10.0,0.0,0.0,0.0,150.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Ndebele,,85.0,35.0,45.0,0.0,0.0,0.0,210.0,95.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,70.0,40.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Rundi (Kirundi),,3185.0,1430.0,1755.0,0.3,0.3,0.3,540.0,260.0,280.0,0.0,0.0,0.0,955.0,475.0,480.0,0.2,0.2,0.2,2045.0,1010.0,1035.0,0.1,0.1,0.1,65.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Shona,,275.0,95.0,185.0,0.0,0.0,0.0,715.0,315.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,150.0,95.0,0.0,0.0,0.0,90.0,40.0,50.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Soninke,,0.0,0.0,0.0,0.0,0.0,0.0,245.0,155.0,90.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,465.0,310.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Sotho-Tswana languages,,75.0,25.0,45.0,0.0,0.0,0.0,270.0,110.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,30.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Swahili,,5310.0,2495.0,2815.0,0.5,0.5,0.5,7620.0,3630.0,3990.0,0.3,0.3,0.3,1855.0,920.0,935.0,0.3,0.4,0.3,3405.0,1710.0,1695.0,0.2,0.2,0.2,610.0,350.0,265.0,0.1,0.1,0.1,95.0,45.0,45.0,0.1,0.1,0.1
Knowledge of languages,        Wojenaka,,115.0,55.0,60.0,0.0,0.0,0.0,75.0,40.0,35.0,0.0,0.0,0.0,185.0,105.0,85.0,0.0,0.0,0.0,1005.0,510.0,495.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Wolof,,405.0,205.0,205.0,0.0,0.0,0.0,485.0,240.0,255.0,0.0,0.0,0.0,965.0,490.0,470.0,0.2,0.2,0.2,4030.0,2185.0,1840.0,0.2,0.3,0.2,30.0,15.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Yoruba,,2250.0,1115.0,1140.0,0.2,0.2,0.2,7235.0,3365.0,3865.0,0.3,0.3,0.3,25.0,20.0,10.0,0.0,0.0,0.0,2040.0,1025.0,1015.0,0.1,0.1,0.1,150.0,80.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"        Niger-Congo languages, n.i.e.",,2945.0,1450.0,1495.0,0.3,0.3,0.3,3620.0,1785.0,1835.0,0.1,0.1,0.1,1915.0,960.0,960.0,0.4,0.4,0.4,7005.0,3630.0,3375.0,0.4,0.4,0.4,220.0,150.0,70.0,0.0,0.0,0.0,40.0,35.0,10.0,0.0,0.1,0.0
Knowledge of languages,      Nilo-Saharan languages,,700.0,315.0,390.0,0.1,0.1,0.1,555.0,290.0,265.0,0.0,0.0,0.0,270.0,115.0,155.0,0.1,0.0,0.1,705.0,390.0,315.0,0.0,0.0,0.0,105.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Dinka,,155.0,75.0,70.0,0.0,0.0,0.0,55.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Nuer,,100.0,25.0,75.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"        Nilo-Saharan languages, n.i.e.",,450.0,210.0,240.0,0.0,0.0,0.0,490.0,245.0,235.0,0.0,0.0,0.0,270.0,115.0,155.0,0.1,0.0,0.1,690.0,385.0,310.0,0.0,0.0,0.0,80.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"        African, n.o.s.",,175.0,75.0,105.0,0.0,0.0,0.0,305.0,145.0,160.0,0.0,0.0,0.0,105.0,50.0,50.0,0.0,0.0,0.0,425.0,225.0,200.0,0.0,0.0,0.0,35.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,      Sign languages,,2095.0,780.0,1320.0,0.2,0.2,0.3,2860.0,1240.0,1620.0,0.1,0.1,0.1,660.0,270.0,390.0,0.1,0.1,0.1,1985.0,795.0,1185.0,0.1,0.1,0.1,775.0,320.0,455.0,0.1,0.1,0.1,280.0,90.0,185.0,0.3,0.2,0.4
Knowledge of languages,        American Sign Language,,1820.0,640.0,1180.0,0.2,0.1,0.2,2575.0,1080.0,1490.0,0.1,0.1,0.1,10.0,10.0,0.0,0.0,0.0,0.0,495.0,160.0,330.0,0.0,0.0,0.0,700.0,280.0,415.0,0.1,0.1,0.1,240.0,65.0,175.0,0.3,0.2,0.4
Knowledge of languages,        Quebec Sign Language,,145.0,70.0,75.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,0.0,585.0,240.0,345.0,0.1,0.1,0.1,1345.0,510.0,830.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"        Sign languages, n.i.e.",,235.0,115.0,120.0,0.0,0.0,0.0,370.0,185.0,190.0,0.0,0.0,0.0,95.0,30.0,65.0,0.0,0.0,0.0,340.0,210.0,130.0,0.0,0.0,0.0,105.0,45.0,60.0,0.0,0.0,0.0,50.0,30.0,15.0,0.1,0.1,0.0
Knowledge of languages,      Sino-Tibetan languages,,41125.0,19215.0,21910.0,4.1,3.9,4.3,275670.0,125525.0,150150.0,10.0,9.4,10.5,1965.0,865.0,1100.0,0.4,0.3,0.4,56545.0,26095.0,30455.0,3.3,3.1,3.5,148095.0,66600.0,81490.0,22.8,21.0,24.5,2670.0,1200.0,1470.0,3.0,2.9,3.2
Knowledge of languages,        Chinese languages,,40240.0,18760.0,21480.0,4.0,3.8,4.2,267745.0,121665.0,146080.0,9.7,9.1,10.3,1825.0,795.0,1030.0,0.3,0.3,0.4,56370.0,26025.0,30340.0,3.3,3.1,3.5,147655.0,66365.0,81285.0,22.7,20.9,24.4,2625.0,1170.0,1450.0,3.0,2.8,3.1
Knowledge of languages,          Hakka,,225.0,100.0,125.0,0.0,0.0,0.0,3630.0,1695.0,1935.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,335.0,170.0,160.0,0.0,0.0,0.0,970.0,495.0,470.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,          Mandarin,,29995.0,13735.0,16265.0,3.0,2.8,3.2,162950.0,72885.0,90065.0,5.9,5.5,6.3,1390.0,585.0,805.0,0.3,0.2,0.3,41405.0,18880.0,22525.0,2.4,2.2,2.6,74695.0,32335.0,42355.0,11.5,10.2,12.7,1560.0,685.0,880.0,1.8,1.6,1.9
Knowledge of languages,          Min Dong,,40.0,10.0,30.0,0.0,0.0,0.0,645.0,295.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,20.0,0.0,0.0,0.0,65.0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,1035.0,455.0,580.0,0.1,0.1,0.1,7830.0,3510.0,4320.0,0.3,0.3,0.3,105.0,55.0,55.0,0.0,0.0,0.0,2725.0,1170.0,1560.0,0.2,0.1,0.2,5810.0,2440.0,3370.0,0.9,0.8,1.0,45.0,20.0,25.0,0.1,0.0,0.1
Knowledge of languages,          Wu (Shanghainese),,490.0,215.0,280.0,0.0,0.0,0.1,2730.0,1225.0,1505.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,695.0,310.0,390.0,0.0,0.0,0.0,1270.0,520.0,745.0,0.2,0.2,0.2,25.0,15.0,10.0,0.0,0.0,0.0
Knowledge of languages,          Yue (Cantonese),,13630.0,6420.0,7215.0,1.4,1.3,1.4,134810.0,61065.0,73745.0,4.9,4.6,5.2,425.0,185.0,240.0,0.1,0.1,0.1,19045.0,8640.0,10405.0,1.1,1.0,1.2,96965.0,44045.0,52915.0,14.9,13.9,15.9,1360.0,600.0,755.0,1.5,1.4,1.6
Knowledge of languages,"          Chinese, n.o.s.",,435.0,220.0,215.0,0.0,0.0,0.0,2245.0,1050.0,1195.0,0.1,0.1,0.1,35.0,20.0,20.0,0.0,0.0,0.0,860.0,455.0,410.0,0.0,0.1,0.0,740.0,325.0,415.0,0.1,0.1,0.1,50.0,25.0,20.0,0.1,0.1,0.0
Knowledge of languages,"          Chinese languages, n.i.e.",,70.0,35.0,35.0,0.0,0.0,0.0,200.0,90.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,50.0,55.0,0.0,0.0,0.0,50.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,        Tibeto-Burman languages,,875.0,450.0,425.0,0.1,0.1,0.1,8080.0,3925.0,4150.0,0.3,0.3,0.3,130.0,70.0,65.0,0.0,0.0,0.0,180.0,60.0,115.0,0.0,0.0,0.0,530.0,285.0,245.0,0.1,0.1,0.1,50.0,35.0,15.0,0.1,0.1,0.0
Knowledge of languages,          Burmese,,310.0,155.0,150.0,0.0,0.0,0.0,875.0,435.0,440.0,0.0,0.0,0.0,30.0,15.0,10.0,0.0,0.0,0.0,65.0,10.0,60.0,0.0,0.0,0.0,365.0,200.0,170.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,          Kuki-Chin languages,,280.0,120.0,160.0,0.0,0.0,0.0,55.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,          Karenic languages,,360.0,195.0,170.0,0.0,0.0,0.0,225.0,100.0,125.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,            S'gaw Karen,,345.0,185.0,155.0,0.0,0.0,0.0,155.0,75.0,80.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"            Karenic languages, n.i.e.",,0.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,          Tibetan,,45.0,20.0,25.0,0.0,0.0,0.0,6655.0,3265.0,3385.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,50.0,50.0,0.0,0.0,0.0,85.0,45.0,45.0,0.0,0.0,0.0,35.0,25.0,10.0,0.0,0.1,0.0
Knowledge of languages,"          Tibeto-Burman languages, n.i.e.",,70.0,35.0,35.0,0.0,0.0,0.0,445.0,205.0,245.0,0.0,0.0,0.0,95.0,45.0,50.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,50.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knowledge of languages,"        Sino-Tibetan languages, n.i.e.",,55.0,20.0,35.0,0.0,0.0,0.0,220.0,90.0,125.0,0.0,0.0,0.0,15.0,10.0,10.0,0.0,0.0,0.0,55.0,30.0,30.0,0.0,0.0,0.0,25.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
